timestamp,temp,batt_mV,soundDroop_mV,boltDroop_mV,faults,Time Elapsed (hours),soundDroopMag_mV,boltDroopMag_mV,fault_brownout,fault_bolt,fault_sound
946758206,20,2924,2825,2305,0,20.035555555555554,99,619,False,False,False
946760009,20,2924,2825,2327,0,20.53638888888889,99,597,False,False,False
946761812,20,2930,2823,2312,0,21.037222222222223,107,618,False,False,False
946763615,20,2924,2823,2326,0,21.538055555555555,101,598,False,False,False
946765418,20,2925,2823,2303,0,22.038888888888888,102,622,False,False,False
946767222,20,2921,2826,2299,0,22.54,95,622,False,False,False
946769025,20,2920,2821,2273,0,23.04083333333333,99,647,False,False,False
946770828,20,2926,2826,2281,0,23.541666666666668,100,645,False,False,False
946772631,20,2929,2822,2280,0,24.0425,107,649,False,False,False
946774435,20,2925,2818,2313,0,24.54361111111111,107,612,False,False,False
946776238,20,2921,2820,2316,0,25.044444444444444,101,605,False,False,False
946778041,20,2929,2823,2317,0,25.545277777777777,106,612,False,False,False
946779844,20,2935,2820,2272,0,26.04611111111111,115,663,False,False,False
946781647,20,2928,2825,2273,0,26.546944444444446,103,655,False,False,False
946783451,20,2924,2818,2268,0,27.048055555555557,106,656,False,False,False
946785254,20,2921,2826,2284,0,27.54888888888889,95,637,False,False,False
946787057,20,2923,2818,2285,0,28.049722222222222,105,638,False,False,False
946788860,20,2921,2825,2295,0,28.550555555555555,96,626,False,False,False
946790664,20,2924,2831,2308,0,29.051666666666666,93,616,False,False,False
946792467,20,2926,2811,2292,0,29.5525,115,634,False,False,False
946794270,20,2925,2817,2297,0,30.053333333333335,108,628,False,False,False
946796073,20,2920,2811,2295,0,30.554166666666667,109,625,False,False,False
946797876,20,2921,2814,2273,0,31.055,107,648,False,False,False
946799680,20,2930,2816,2268,0,31.55611111111111,114,662,False,False,False
946801483,20,2918,2814,2284,0,32.05694444444445,104,634,False,False,False
946803286,20,2912,2809,2220,0,32.55777777777778,103,692,False,False,False
946805089,20,2911,2805,2240,0,33.05861111111111,106,671,False,False,False
946806893,20,2909,2807,2297,0,33.55972222222222,102,612,False,False,False
946808696,20,2911,2805,2239,0,34.06055555555555,106,672,False,False,False
946810499,20,2910,2804,2223,0,34.56138888888889,106,687,False,False,False
946812302,20,2906,2804,2264,0,35.062222222222225,102,642,False,False,False
946814105,20,2907,2800,2199,0,35.56305555555556,107,708,False,False,False
946815909,20,2908,2799,2169,0,36.064166666666665,109,739,False,False,False
946817712,20,2901,2792,2208,0,36.565,109,693,False,False,False
946819515,20,2909,2797,2222,0,37.06583333333333,112,687,False,False,False
946821318,20,2899,2800,2198,0,37.56666666666667,99,701,False,False,False
946823122,20,2903,2799,2153,0,38.06777777777778,104,750,False,False,False
946824925,20,2898,2785,2199,0,38.56861111111111,113,699,False,False,False
946826728,20,2899,2790,2036,0,39.06944444444444,109,863,False,False,False
946828531,20,2896,2785,2191,0,39.570277777777775,111,705,False,False,False
946830335,20,2899,2789,2065,0,40.07138888888889,110,834,False,False,False
946832138,20,2889,2784,2180,0,40.57222222222222,105,709,False,False,False
946833941,20,2884,2779,2038,0,41.073055555555555,105,846,False,False,False
946835744,20,2885,2776,2106,0,41.57388888888889,109,779,False,False,False
946837547,20,2883,2771,2022,0,42.07472222222222,112,861,False,False,False
946839351,20,2878,2775,2152,0,42.575833333333335,103,726,False,False,False
946841154,20,2880,2770,2153,0,43.07666666666667,110,727,False,False,False
946842957,20,2872,2765,1940,0,43.5775,107,932,False,False,False
946844760,20,2879,2763,2165,0,44.07833333333333,116,714,False,False,False
946846564,21,2875,2764,1850,0,44.57944444444445,111,1025,False,False,False
946848367,21,2867,2753,2166,0,45.08027777777778,114,701,False,False,False
946850170,20,2870,2753,1860,0,45.58111111111111,117,1010,False,False,False
946851973,21,2866,2753,1989,0,46.081944444444446,113,877,False,False,False
946853777,21,2860,2753,1696,0,46.58305555555555,107,1164,False,False,False
946855580,21,2850,2740,1985,0,47.083888888888886,110,865,False,False,False
946857383,20,2845,2741,1860,0,47.584722222222226,104,985,False,False,False
946859186,20,2853,2733,2012,0,48.08555555555556,120,841,False,False,False
946860989,20,2848,2730,1813,0,48.58638888888889,118,1035,False,False,False
946862793,20,2842,2724,2007,0,49.0875,118,835,False,False,False
946864596,20,2826,2719,1732,0,49.58833333333333,107,1094,False,False,False
946866399,20,2836,2718,1992,0,50.089166666666664,118,844,False,False,False
946868203,20,2827,2723,1758,0,50.59027777777778,104,1069,False,False,False
946870006,20,2816,2700,2012,0,51.09111111111111,116,804,False,False,False
946871809,20,2808,2697,1717,0,51.591944444444444,111,1091,False,False,False
946873613,20,2807,2684,1815,0,52.09305555555556,123,992,False,False,False
946875416,20,2796,2684,1615,0,52.59388888888889,112,1181,False,False,False
946877219,20,2802,2671,1767,0,53.094722222222224,131,1035,False,False,False
946879023,20,2790,2671,1589,0,53.59583333333333,119,1201,False,False,False
946880826,20,2783,2661,1811,0,54.096666666666664,122,972,False,False,False
946882629,20,2770,2654,1619,0,54.5975,116,1151,False,False,False
946884433,20,2770,2645,1639,0,55.09861111111111,125,1131,False,False,False
946886236,20,2767,2637,1543,0,55.599444444444444,130,1224,False,False,False
946888040,20,2752,2635,1579,0,56.10055555555556,117,1173,False,False,False
946889844,20,2759,2620,1477,0,56.60166666666667,139,1282,False,False,False
946891647,20,2750,2610,1555,0,57.1025,140,1195,False,False,False
946893451,20,2736,2608,1447,0,57.603611111111114,128,1289,False,False,False
946895255,20,2733,2594,1456,0,58.10472222222222,139,1277,False,False,False
946897058,20,2724,2592,1424,0,58.605555555555554,132,1300,False,False,False
946898862,21,2708,2573,1465,0,59.10666666666667,135,1243,False,False,False
946900666,20,2701,2560,1400,0,59.60777777777778,141,1301,False,False,False
946902470,20,2691,2553,1426,0,60.10888888888889,138,1265,False,False,False
946904273,20,2686,2534,1363,0,60.609722222222224,152,1323,False,False,False
946906077,20,2673,2516,1310,0,61.11083333333333,157,1363,False,False,False
946907881,20,2657,2508,1232,0,61.61194444444445,149,1425,False,False,False
946909685,20,2642,2489,1278,0,62.113055555555555,153,1364,False,False,False
946911489,20,2630,2465,1153,0,62.61416666666667,165,1477,False,False,False
946913293,20,2628,2451,1183,0,63.11527777777778,177,1445,False,False,False
946915097,20,2594,2425,1071,0,63.61638888888889,169,1523,False,False,False
946916902,20,2587,2404,1059,0,64.11777777777777,183,1528,False,False,False
946918706,20,2564,2371,998,0,64.61888888888889,193,1566,False,False,False
946920510,20,2530,2321,955,0,65.12,209,1575,False,False,False
946922315,21,2495,2242,911,1,65.62138888888889,253,1584,True,False,False
